error,feasible,fit_seconds,fpr_gap,meta_best_iteration,model,objective,params_json,stage,status,threshold,trial,val_f1,val_fpr,val_pr_auc,val_precision,val_recall
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11634263885207474,,,catboost,,"{""bagging_temperature"": 0.2662026951642378, ""border_count"": 254, ""depth"": 7, ""iterations"": 3511, ""l2_leaf_reg"": 27.928853535402816, ""learning_rate"": 0.026748002264482044, ""random_strength"": 0.132743208319283, ""rsm"": 0.6293188581822194}",coarse,failed,,6,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11652566795237362,,,catboost,,"{""bagging_temperature"": 0.8208000247553433, ""border_count"": 254, ""depth"": 5, ""iterations"": 1437, ""l2_leaf_reg"": 13.841883182170587, ""learning_rate"": 0.0368967621191477, ""random_strength"": 0.7878111084799622, ""rsm"": 0.8598457345739691}",coarse,failed,,7,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11815231991931796,,,catboost,,"{""bagging_temperature"": 2.4177373786804237, ""border_count"": 254, ""depth"": 6, ""iterations"": 3214, ""l2_leaf_reg"": 5.615118570222054, ""learning_rate"": 0.07044177977871441, ""random_strength"": 0.24562908560020696, ""rsm"": 0.7190102065418792}",coarse,failed,,8,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11703426600433886,,,catboost,,"{""bagging_temperature"": 2.8383164542624404, ""border_count"": 64, ""depth"": 8, ""iterations"": 4182, ""l2_leaf_reg"": 2.543313937508559, ""learning_rate"": 0.015260899565923388, ""random_strength"": 0.12117665883270855, ""rsm"": 0.6294341138332845}",coarse,failed,,9,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11653198814019561,,,catboost,,"{""bagging_temperature"": 3.698124410318381, ""border_count"": 254, ""depth"": 9, ""iterations"": 4011, ""l2_leaf_reg"": 2.260153143768946, ""learning_rate"": 0.09991809255253482, ""random_strength"": 3.4862700822423016, ""rsm"": 0.8690249143659967}",coarse,failed,,10,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11757284798659384,,,catboost,,"{""bagging_temperature"": 0.011265083713944968, ""border_count"": 254, ""depth"": 8, ""iterations"": 2761, ""l2_leaf_reg"": 13.55442969179984, ""learning_rate"": 0.09236117089529126, ""random_strength"": 2.7569531804682654, ""rsm"": 0.7577382518658744}",coarse,failed,,11,,,,,
catboost/private/libs/options/catboost_options.cpp:638: Error: rsm on GPU is supported for pairwise modes only,,0.11457188590429723,,,catboost,,"{""bagging_temperature"": 3.7765289625659664, ""border_count"": 254, ""depth"": 10, ""iterations"": 3867, ""l2_leaf_reg"": 27.59695645911134, ""learning_rate"": 0.01251677623284703, ""random_strength"": 0.031513382176952064, ""rsm"": 0.7665327714494821}",coarse,failed,,12,,,,,
,1,117.4642799498979,0.0,1363,lightgbm,1.0494970812170648,"{""colsample_bytree"": 0.9061522793914197, ""learning_rate"": 0.04016651727087137, ""max_depth"": 6, ""min_child_samples"": 238, ""min_split_gain"": 0.22556772561332206, ""n_estimators"": 4221, ""num_leaves"": 165, ""reg_alpha"": 0.00037476916213052683, ""reg_lambda"": 0.0878167894591672, ""subsample"": 0.8059581752192637, ""subsample_freq"": 1}",coarse,ok,0.47917183280885567,1,0.9994971622042909,0.0025366778668618386,0.9999983802554767,0.9997840822611189,0.9992104067820115
,1,98.3394070090726,0.0,2562,lightgbm,1.0494581274197508,"{""colsample_bytree"": 0.7973308537055549, ""learning_rate"": 0.031097583619395512, ""max_depth"": 8, ""min_child_samples"": 335, ""min_split_gain"": 0.3034616752095407, ""n_estimators"": 4833, ""num_leaves"": 54, ""reg_alpha"": 2.9248227408114316, ""reg_lambda"": 0.0011174628336554982, ""subsample"": 0.8136261580008153, ""subsample_freq"": 1}",coarse,ok,0.4993722389608174,2,0.9994582186043697,0.002586579726537809,0.9999981763076234,0.9997798194236083,0.9991368246183279
,1,35.51988016907126,0.0,645,lightgbm,1.0494765529188694,"{""colsample_bytree"": 0.900874027290121, ""learning_rate"": 0.11709844699697436, ""max_depth"": 10, ""min_child_samples"": 20, ""min_split_gain"": 0.08127161734111099, ""n_estimators"": 1471, ""num_leaves"": 203, ""reg_alpha"": 0.0005953003750584526, ""reg_lambda"": 53.37489224806431, ""subsample"": 0.976893012687442, ""subsample_freq"": 1}",coarse,ok,0.49245609479843977,3,0.999476637471837,0.002761236235403706,0.9999983089406469,0.9997649675662321,0.9991884736370673
